timestamp,open,high,low,close,volume
2023-01-01,2008.266351115819,2018.7884744291807,1983.9696555860985,2018.3727480288317,3935650.3426513434
2023-01-02,2046.415943657954,2064.218851629188,2013.2975054032222,2035.7287790472767,1140372.2794144175
2023-01-03,2008.119010429043,2049.846329410058,2008.119010429043,2024.470668181745,4627470.872076906
2023-01-04,1977.7063359709227,1977.7063359709227,1939.096950224925,1966.0903021476706,3602940.303680117
2023-01-05,1995.5126413575126,2022.10508468853,1972.6749144817857,1992.5582871639272,2701193.371393827
2023-01-06,2066.834925211033,2105.2906011387354,2049.548910618518,2077.7857540230207,4212178.268404707
2023-01-07,2135.9190250134693,2135.9190250134693,2118.385511229917,2122.97216217422,4604103.53215543
2023-01-08,2176.2962656069767,2218.488470131033,2164.5433331321947,2175.49400022261,1344992.4589414434
2023-01-09,2241.639759932393,2241.639759932393,2197.9065189050416,2230.8294684813127,2783436.7175731584
2023-01-10,2277.502627339333,2322.788753042809,2277.502627339333,2295.110111069785,4064957.456121027
2023-01-11,2233.191790567227,2260.293833551261,2218.9272290800877,2246.3697602318093,2822029.9570956733
2023-01-12,2187.1219494978714,2230.592571168832,2171.757204441212,2187.1845815264523,4147349.961697876
2023-01-13,2172.135716518434,2204.7807435307723,2152.2657224951863,2168.402619308017,4166597.609408258
2023-01-14,2216.365359258719,2227.9054090967797,2208.014167475387,2209.3110701347327,3365257.7540376433
2023-01-15,2237.7176567090914,2238.697072403604,2218.870157233356,2231.4830172121724,2854216.354000327
2023-01-16,2268.567597602473,2268.567597602473,2257.4696053404537,2258.3841934523416,2220818.6071296884
2023-01-17,2285.200291474808,2329.1059558097127,2268.5757346398086,2305.920923363118,3807773.7746373764
2023-01-18,2389.522262094245,2414.447170137405,2353.977073010522,2384.7584201352784,3984498.3395952675
2023-01-19,2405.7258677775835,2467.0623929775456,2383.627756469881,2427.5166634287157,3324872.9449656797
2023-01-20,2360.4903652625317,2360.6294982459644,2322.0852427716104,2347.803812388815,1597620.741067822
2023-01-21,2379.3697122521858,2393.8587080819443,2323.5656750408816,2364.1635910365662,1914968.984783989
2023-01-22,2372.631043489865,2372.631043489865,2345.9213506254773,2357.652304191465,2182038.4280744856
2023-01-23,2408.5874741656826,2408.5874741656826,2381.1292244907486,2392.788749217106,1117683.957267546
2023-01-24,2466.1461316942587,2512.6749814703503,2454.577630520585,2466.2612071816416,3730575.021110103
2023-01-25,2458.8171102822166,2497.112264982448,2441.727803319267,2477.4402371176875,3046168.554020279
2023-01-26,2482.419874102964,2498.5489236870517,2448.7951966962305,2470.568190992921,4956440.934983302
2023-01-27,2469.060255402257,2506.387590758683,2416.8529370726133,2464.462080949469,4640217.842932075
2023-01-28,2517.4240776006545,2518.6386926652135,2451.500510855054,2499.7279454796035,1542018.567840938
2023-01-29,2465.876777599637,2487.1178839994304,2439.137012852815,2456.758673732416,3716702.580941832
2023-01-30,2475.156056172479,2475.156056172479,2435.246632005656,2468.5048373236123,4325340.0809581
2023-01-31,2577.373038922827,2587.7167473459845,2543.689325780672,2557.44121324389,3018746.114631963
2023-02-01,2502.995759768428,2540.8730516861883,2474.449282175858,2515.805495738009,2163351.7513637766
2023-02-02,2467.718121138918,2502.9673691646717,2459.0230730846383,2482.8675029023507,1202624.0662001618
2023-02-03,2404.603897616354,2432.2047632440326,2388.622090848066,2412.5607444026596,2704348.469013186
2023-02-04,2324.97999748527,2342.2346053945794,2303.0445602467753,2308.9272663136107,2651174.2658642065
2023-02-05,2290.803692675997,2290.803692675997,2250.378027442377,2268.1410606981804,3306488.3615463898
2023-02-06,2240.5541636054586,2255.734738961185,2240.5541636054586,2253.5489327944206,4753083.801636854
2023-02-07,2174.691332034229,2209.5305153726213,2148.2816252750595,2184.5514705053115,4597789.016165412
2023-02-08,2201.6972228809555,2201.6972228809555,2192.83060599473,2196.190384336954,2273782.510907489
2023-02-09,2141.9803619486534,2144.31443073995,2101.6502421906252,2142.8379385447033,3488784.2748604114
