timestamp,open,high,low,close,volume
2023-01-01,40971.342486629874,40971.342486629874,39898.52230626374,40612.174372452704,4954446.536171246
2023-01-02,40446.500321232415,41030.94257880914,40446.500321232415,40811.17537133899,2344544.52674996
2023-01-03,41631.3223848978,42369.940433288546,41009.52203499837,41821.30539786929,1372567.7369956824
2023-01-04,42193.70413622101,42835.2746993895,42193.70413622101,42482.27062323327,3767473.215292008
2023-01-05,42924.36400550529,44017.93872041286,42924.36400550529,43197.66291687559,3416494.988563037
2023-01-06,41846.48573273054,42296.918363947596,41104.522682026814,41686.74706025017,4083043.717446637
2023-01-07,41048.68896763002,41048.68896763002,40454.72215197373,40970.08232536129,2288418.5532961404
2023-01-08,42430.317350158984,42562.54821224654,42193.39070389836,42307.63053543454,3256343.887992467
2023-01-09,42641.7408151725,43237.67993546805,42641.7408151725,43022.885824825404,3318082.6903857454
2023-01-10,43160.12036739607,43709.39383103163,42307.55477604326,43021.93804259132,1958093.5218506847
2023-01-11,45426.06375920828,45426.06375920828,45149.89636358655,45158.0431485267,4419787.777756844
2023-01-12,42804.70986278666,43261.931373767206,42804.70986278666,43168.62228688415,2224423.741845465
2023-01-13,43872.66026628032,44681.72546081021,43624.513566252885,43997.370639840476,3868579.7220154395
2023-01-14,43218.959706532594,43498.72242474416,43148.96475931425,43206.30950953067,1379878.3295618272
2023-01-15,43092.65162348688,43247.86913823857,42107.12642289165,42684.42539471544,2954313.8400297845
2023-01-16,41163.432250166035,41839.451526308316,40979.28904552828,41220.55356004958,1785207.199611071
2023-01-17,41423.15133895766,41423.15133895766,41009.59092154872,41184.70750218346,2889133.155285488
2023-01-18,39214.201055876496,40051.28302768119,38855.24428203044,39547.50293177256,3109073.1900369157
2023-01-19,39659.053342775966,40108.43623079091,39093.877047095,39807.04303570506,4627614.644507607
2023-01-20,39620.78413173078,40307.318256196784,39312.031709815674,39670.52010878458,1277732.4195702833
2023-01-21,39405.24318456616,40335.34217267069,39319.92279839922,39728.301074596005,2105810.230849177
2023-01-22,38924.15654302935,39392.210833115336,38839.27645893246,39106.3476275344,2062448.6548848301
2023-01-23,38858.42979182645,39696.50214797549,38770.1729454196,39022.49638596269,4087926.487386391
2023-01-24,38437.162115556195,39130.5537626039,38437.162115556195,38500.015965241866,2135974.6123198653
2023-01-25,38313.86682487859,38313.86682487859,37441.49349904364,38029.69586335872,3509248.578564101
2023-01-26,37140.33451874208,37140.33451874208,36832.92751994707,36843.257600150784,4835626.160717915
2023-01-27,37398.03684382452,38183.19331111493,37264.493576757486,37519.92609382416,4777289.994370226
2023-01-28,37376.73897983152,37633.21574119963,37045.6089145723,37300.594138920824,2650221.4237594227
2023-01-29,37019.26531110923,37412.31282704588,36891.92059201406,37280.50711556788,4943661.4609260205
2023-01-30,37272.51126633975,37875.528975822264,36930.40296282591,37428.373217768225,2406109.4483935763
2023-01-31,38433.0428681069,39085.7956207583,38280.254884326285,38497.96048198185,4958210.081114607
2023-02-01,38813.21672676604,39432.201169548796,38813.21672676604,39182.255168317984,4689336.255477163
2023-02-02,37568.76446075366,37568.76446075366,37088.323118684224,37202.08711176631,1839374.632962551
2023-02-03,38092.53775927706,38923.13819428748,37935.7802498205,38391.65483527259,1593799.3386054328
2023-02-04,37747.627046440815,38336.99751461539,37397.90678699699,37995.19735896136,4080934.041645987
2023-02-05,37434.75739491099,38148.176736368165,37434.75739491099,37807.06532602859,4787214.986859501
2023-02-06,38229.375210469356,38629.06038129456,38114.87157347686,38405.401879082645,3579967.464737643
2023-02-07,38241.638377772026,38516.02951896853,37983.3701604223,38515.38002781669,4643338.7350644125
2023-02-08,38520.7577864748,39478.35945704706,38308.822206431476,38731.22505784314,3782712.6593549275
2023-02-09,39475.95790970071,39847.97900090788,38667.29237672782,39107.16677894451,2157136.875157629
2023-02-10,37740.93819568568,37875.715536080555,37509.48802711405,37596.95102322131,1198739.3667235815
2023-02-11,37881.33899327422,38155.82547026916,37458.4626720053,37744.276725071584,4764030.230896935
2023-02-12,37940.02290010509,37940.02290010509,37701.90185754883,37855.00269555389,4607249.052845119
2023-02-13,37867.16096501263,38598.26177587778,37181.72988288794,37940.471707704426,4686052.165508794
2023-02-14,37972.50041045617,38138.91784103991,36975.50541157704,37666.54463142029,3696705.4535093126
2023-02-15,37842.58690931699,38642.816385644044,37712.19721977057,37943.07954292714,3527136.511882696
2023-02-16,38035.73568354489,38624.1981416007,37487.003198399565,38097.00704859249,3895181.9205228384
2023-02-17,38104.476848879676,38379.80400351122,37622.79618204943,38106.82740158567,2642497.2630326888
2023-02-18,38921.25176139616,38943.69145384783,38870.41619798582,38881.04069380141,2342670.6380938375
2023-02-19,38725.42223002203,39360.624206471395,38474.037501982035,38937.903923319696,3199939.666820132
2023-02-20,37468.662123148126,38010.91168702179,37209.56264894183,37562.88321933767,4583553.134712972
2023-02-21,37052.79416439487,37211.439971912565,36428.865230718766,37063.044894333456,4191951.3635058887
2023-02-22,36518.07624822509,36651.3924130836,35870.26999403558,36383.48460824008,2162948.057125546
2023-02-23,35824.881956307894,35974.80769122061,35811.592056437694,35922.50950264038,3245469.836961174
2023-02-24,37033.642284558206,37292.47591561145,36671.009796679806,36787.19329981765,1460587.8678118964
2023-02-25,38047.00718134738,38749.88159211052,37567.01782031946,38102.533948426986,4318401.64904472
2023-02-26,38665.40273795033,39291.1813806147,38179.50737866471,38682.805239803216,4968311.506265335
2023-02-27,38501.774652108295,38593.25175627363,38142.71906238002,38579.724199562756,3303104.6674662214
2023-02-28,39111.09646786676,40053.107171346535,38661.05481511055,39278.66439646036,3400385.9533189083
2023-03-01,38869.80628602907,38869.80628602907,38251.57136699546,38572.224339197055,3755877.418859963
2023-03-02,39283.857094828134,39676.51974800546,38863.975567730224,38976.37298877324,3064998.7114608036
2023-03-03,39084.227198670145,39989.30054206667,39084.227198670145,39434.81993549804,4019526.4397114594
2023-03-04,38966.843499485345,39120.10346502362,38290.70839045586,38631.58583458078,4997101.938450493
2023-03-05,38391.844709796445,39345.59438843726,37963.65688488559,38692.89049276152,4317597.01632717
2023-03-06,38049.85911674238,38414.02141502299,38049.85911674238,38194.05412129401,1346174.9372018715
2023-03-07,40758.143549245266,41051.79403817103,39753.84889625033,40475.262666108814,3901298.528197974
2023-03-08,39515.279577860405,40482.29667525586,39515.279577860405,39716.191228212825,3339271.1341405693
2023-03-09,39615.35215644101,39799.26730047704,39010.5114667563,39688.369563521825,4783628.663101964
2023-03-10,39299.96982231352,39517.84883455431,38824.805968195156,39259.49614106336,2486451.938535043
2023-03-11,39725.3464219935,39725.3464219935,39396.86555642566,39593.08300664846,3378064.874544773
2023-03-12,39906.52512961114,39997.81408627053,39552.7987655302,39813.43193935164,4951476.955221161
2023-03-13,40675.77057200085,40956.123816541534,40277.77053501802,40692.83675048856,3091911.189134541
2023-03-14,42081.82042607015,43119.07841090741,41666.52353977097,42291.03417916702,2413748.7255702233
2023-03-15,42340.87340882662,42753.46230453345,42165.071619703405,42736.41472460258,1439424.580059133
2023-03-16,42233.57354547482,43229.43714337293,41711.786466849364,42451.18558389792,4739264.030348521
2023-03-17,41677.85849277167,42102.03041758238,41564.88591107513,41621.71547754047,1006267.9633339369
2023-03-18,41837.43100059522,42133.54768493504,41195.73606656632,41771.24581443184,2187594.5334490514
2023-03-19,41978.38614138412,42480.06461464593,41813.17137963908,42037.19299524046,1833715.5113711208
2023-03-20,40909.13493453005,41661.22814394446,40647.34128796345,40936.60213893083,1398496.96502219
2023-03-21,41023.48332443083,41457.32201354233,40433.65475520557,41093.04230669397,4040746.9854468764
2023-03-22,41156.664285547995,41485.638358361575,40607.25813785109,41248.66633007272,1650357.5900783464
2023-03-23,39754.095389327806,40724.43416710265,39754.095389327806,40144.85583929595,1685330.3131350935
2023-03-24,40374.19978814566,40650.70369560288,39920.598373800945,40531.21877571406,3159818.2241676324
2023-03-25,40422.63055527952,40686.47296058962,39775.50331865915,40193.526038898744,3220619.9888807423
2023-03-26,41045.02016611332,41045.02016611332,40654.11961510897,40705.910697397405,1256062.305165536
2023-03-27,41083.47597462502,41470.92908271698,40222.46772361155,41017.39947959756,1228648.5579829244
2023-03-28,40809.34995106977,40809.34995106977,39695.227164197204,40470.977125798796,2460907.211306886
2023-03-29,41203.98587378266,41460.71017394153,40439.74077640794,41228.20372887177,2139166.083930415
2023-03-30,41767.45705321615,41767.45705321615,40572.71066224483,41365.675928298486,2969184.195206405
