timestamp,open,high,low,close,volume
2023-01-01,98.1711103022298,99.67650421238795,97.79868282220893,99.10802743577344,2062296.3278819171
2023-01-02,100.65967411434745,100.65967411434745,98.28326319565254,100.08476257579346,1463281.2934879267
2023-01-03,98.9375439998526,100.04304909444302,98.9375439998526,99.4664189490156,2109578.510058316
2023-01-04,98.33934996147954,101.10292861738645,98.33934996147954,99.18797402070878,2519577.597951376
2023-01-05,96.34779940871277,98.95040199001988,96.34779940871277,97.1413275573785,4892253.702226823
2023-01-06,99.0782002659815,100.49874681983866,97.5569133569773,98.67306198856643,4392347.453370697
2023-01-07,98.61735796259836,98.83330359762365,98.23774167332468,98.67053861479235,2819064.143242595
2023-01-08,99.17683463451408,99.33225621729343,97.60946548395859,99.0000404742452,4281426.419362052
2023-01-09,99.20871819327124,100.10630174813502,98.34358361806996,99.33076480872931,2873520.709925811
2023-01-10,96.67986127671377,98.8750985748521,95.72812645124782,97.3835767372721,2105134.115904361
2023-01-11,97.8196874647268,98.38067157368395,96.98604886830363,98.20027270242848,4534160.445677821
2023-01-12,98.83476877949084,98.83476877949084,96.98639496861456,98.05964947340033,1493014.089209368
2023-01-13,95.96043960877847,96.73729258373055,95.91710331299176,96.00856555138124,4087824.107854947
2023-01-14,95.5036371155844,96.55937865033557,93.97574032111719,95.1104671599952,1915074.5407227583
2023-01-15,96.06561595467134,96.43674509828455,95.80819165104668,96.16720612625849,1483968.6460734454
2023-01-16,98.76348319808038,99.33777017852015,98.5038859013384,98.64956533131334,2424064.257173796
2023-01-17,98.26138477629074,99.6116902138947,98.26138477629074,98.94892575681693,3316886.0431583733
2023-01-18,97.4197125517135,97.74085756536536,96.00918907619747,97.25861839661728,4131094.4004877387
2023-01-19,96.70475913090495,98.17361687030142,94.95800404019533,96.3152777138944,1584930.6137773264
2023-01-20,99.66906334913423,101.45786757025019,98.9400978641888,100.11261276085055,3636500.1086655543
2023-01-21,102.55291924117869,102.98318626355105,101.25881305867166,101.74415001097094,1678717.1850696653
2023-01-22,103.02009289585548,103.18830974538866,101.826352308446,102.89359933960192,2896000.737241342
2023-01-23,105.21368347626752,106.98343442437213,105.21368347626752,106.16683822848967,1053757.666316805
2023-01-24,103.49257595187662,105.07410112340271,101.94906649165733,103.15295161315706,1349032.8727089853
2023-01-25,101.87615146713131,103.66202993383732,100.99131229894502,101.93141072030359,1924156.203819324
2023-01-26,99.99878583523241,100.99214025221198,98.75933512382042,99.29024917928585,4825802.014511162
2023-01-27,100.48670047422688,100.48670047422688,97.99616794568048,99.87695352612894,3059329.228946167
2023-01-28,101.60684102601645,103.4403354017147,101.60684102601645,102.43921350979224,4983584.796519318
2023-01-29,105.38722653625446,106.38485199301945,104.7837765246343,105.55043727675535,1410220.885202636
2023-01-30,103.28392936263062,105.21571998657163,102.48502770720253,103.8878259524567,1252932.9062611337
2023-01-31,105.40567781683004,107.31373226970236,104.82821669959384,105.31171058398066,1920908.4948553513
2023-02-01,106.91316490941291,107.34668816009547,106.1549876315919,107.05366795883502,3887938.745723004
2023-02-02,105.27569625884377,105.27569625884377,103.50607304242101,104.61786027804214,1747167.0870538582
2023-02-03,105.33906086162206,106.01867454851794,104.23942236735343,105.7890501350088,1461592.3968519894
2023-02-04,107.19649908190091,107.19649908190091,105.72960115438902,106.53294598103686,3098996.6900929078
2023-02-05,104.65509519940204,106.29203462714712,103.18181793961337,104.46398280667457,2216398.9803890726
2023-02-06,104.49833275740568,105.9634402298152,103.71924300150671,104.23935408583318,3966265.223336879
2023-02-07,107.57765570676989,107.95395853990662,105.34795875167043,106.90022766654535,1932990.2192450133
2023-02-08,106.87578107600488,108.19913803526151,106.08803969378137,106.98426778768342,4358842.357560989
2023-02-09,105.09764566563221,105.17018112013379,103.44325291402897,105.01051538339834,2611543.6626606155
2023-02-10,103.56397066008006,103.94253683436585,102.06829152151874,103.23834553552057,2439833.213745282
2023-02-11,103.34746481788729,103.85545155214953,102.32488557879334,103.49117983433807,4926562.806611236
